,salary
68734,74327
68735,65730
68736,44435
68737,98129
68738,58308
68739,71062
68740,52854
68741,75958
68742,70429
68743,66504
68744,50568
68745,57801
68746,81880
68747,64299
68748,90401
68749,96195
68750,85421
68751,73247
68752,76774
68753,56688
68754,73645
68755,76094
68756,70817
68757,67965
68758,92639
68759,51186
68760,60090
68761,88659
68762,80159
68763,55466
68764,99769
68765,55809
68766,67896
68767,81894
68768,45210
68769,55212
68770,88983
68771,92914
68772,58483
68773,97693
68774,61507
68775,64343
68776,112704
68777,65211
68778,92070
68779,52173
68780,68024
68781,58544
68782,92198
68783,103344
68784,92325
68785,46224
68786,87685
68787,110178
68788,70506
68789,82073
68790,81019
68791,57324
68792,64981
68793,75981
68794,53094
68795,76213
68796,65375
68797,67883
68798,46562
68799,63421
68800,94480
68801,62070
68802,81995
68803,60601
68804,51229
68805,101176
68806,76339
68807,82601
68808,67026
68809,58052
68810,67970
68811,59844
68812,47461
68813,68053
68814,92452
68815,61748
68816,112247
68817,93567
68818,79599
68819,87553
68820,47768
68821,68804
68822,61207
68823,70860
68824,60971
68825,73654
68826,79212
68827,73652
68828,56323
68829,49796
68830,82906
68831,70872
68832,62323
68833,84998
68834,59862
68835,69101
68836,92807
68837,52269
68838,72464
68839,68217
68840,56310
68841,76997
68842,67751
68843,73206
68844,44156
68845,82225
68846,67273
68847,100064
68848,78168
68849,61144
68850,70222
68851,49671
68852,77346
68853,64194
68854,75034
68855,72671
68856,50757
68857,51052
68858,99503
68859,54936
68860,59154
68861,84516
68862,82869
68863,66433
68864,62786
68865,69717
68866,57400
68867,67771
68868,48352
68869,62904
68870,86487
68871,78975
68872,69929
68873,94698
68874,70868
68875,60512
68876,47625
68877,50492
68878,115414
68879,49962
68880,61551
68881,52732
68882,80682
68883,88467
68884,83609
68885,40844
68886,76937
68887,55978
68888,49896
68889,80786
68890,50757
68891,59004
68892,43537
68893,76520
68894,102533
68895,53335
68896,58228
68897,72977
68898,69437
68899,66724
68900,54821
68901,88896
68902,67227
68903,65103
68904,66424
68905,45671
68906,67283
68907,69249
68908,108859
68909,128650
68910,56274
68911,98816
68912,102931
68913,70574
68914,91853
68915,43938
68916,63321
68917,48544
68918,87511
68919,88941
68920,92908
68921,51056
68922,82447
68923,59686
68924,65758
68925,73111
68926,88610
68927,49147
68928,59733
68929,93686
68930,53680
68931,59915
68932,87233
68933,52418
68934,65293
68935,62266
68936,53334
68937,41528
68938,55132
68939,77320
68940,54743
68941,58392
68942,60292
68943,74959
68944,64619
68945,63820
68946,49903
68947,77160
68948,77989
68949,71651
68950,67157
68951,115980
68952,124605
68953,80066
68954,78647
68955,122265
68956,96936
68957,75947
68958,57063
68959,43650
68960,49975
68961,53493
68962,58524
68963,99818
68964,82290
68965,86081
68966,60075
68967,68809
68968,64299
68969,77096
68970,57130
68971,96895
68972,86996
68973,66633
68974,44495
68975,69763
68976,74850
68977,100567
68978,59093
68979,77396
68980,45913
68981,64489
68982,61914
68983,68996
68984,72749
68985,57503
68986,80175
68987,57021
68988,71524
68989,66337
68990,91031
68991,54657
68992,60584
68993,58987
68994,75796
68995,90616
68996,68216
68997,62584
68998,77609
68999,83937
69000,46860
69001,72409
69002,94517
69003,62480
69004,87453
69005,71138
69006,87809
69007,100420
69008,66691
69009,64404
69010,58863
69011,89272
69012,55753
69013,79636
69014,54524
69015,110529
69016,72300
69017,105703
69018,82901
69019,47247
69020,116178
69021,68074
69022,65283
69023,84936
69024,102393
69025,65990
69026,81598
69027,98423
69028,45712
69029,56405
69030,73210
69031,57079
69032,59275
69033,81134
69034,83420
69035,59767
69036,64456
69037,130173
69038,89124
69039,97458
69040,54087
69041,76498
69042,58040
69043,84646
69044,74651
69045,73965
69046,107396
69047,106327
69048,57229
69049,92403
69050,73537
69051,77864
69052,112158
69053,98687
69054,53392
69055,111539
69056,84689
69057,82109
69058,55767
69059,44440
69060,94935
69061,99689
69062,82336
69063,62405
69064,52331
69065,67142
69066,95231
69067,52824
69068,46466
69069,52867
69070,80187
69071,85343
69072,54026
69073,86303
69074,71777
69075,46148
69076,55356
69077,76424
69078,51161
69079,69584
69080,56917
69081,83469
69082,64193
69083,56407
69084,78639
69085,72805
69086,73402
69087,82391
69088,72650
69089,77135
69090,88567
69091,67443
69092,49401
69093,57475
69094,53467
69095,65502
69096,91279
69097,79482
69098,78451
69099,83602
69100,87234
69101,72349
69102,87356
69103,58723
69104,48601
69105,78899
69106,71160
69107,80137
69108,70495
69109,92250
69110,75303
69111,46317
69112,104075
69113,62388
69114,55924
69115,61282
69116,67213
69117,71406
69118,62454
69119,49189
69120,80708
69121,66739
69122,58459
69123,76001
69124,109530
69125,68441
69126,97317
69127,67128
69128,74207
69129,97128
69130,54230
69131,106342
69132,91031
69133,53363
69134,51341
69135,71337
69136,61892
69137,63169
69138,104461
69139,56757
69140,74412
69141,78841
69142,60161
69143,63022
69144,59953
69145,59246
69146,79755
69147,49055
69148,82039
69149,71088
69150,91966
69151,84243
69152,62355
69153,78934
69154,50564
69155,69322
69156,70300
69157,76599
69158,64632
69159,63531
69160,73121
69161,68525
69162,52296
69163,46903
69164,64517
69165,65722
69166,56037
69167,74044
69168,84063
69169,54315
69170,95565
69171,44904
69172,97987
69173,96034
69174,97490
69175,100262
69176,81170
69177,76433
69178,53155
69179,90948
69180,64851
69181,71050
69182,68405
69183,60422
69184,70558
69185,81853
69186,103093
69187,109062
69188,74800
69189,70846
69190,56141
69191,49277
69192,83540
69193,70594
69194,55363
69195,53530
69196,56233
69197,69017
69198,66524
69199,80154
69200,75754
69201,70733
69202,61428
69203,48200
69204,93274
69205,77320
69206,64602
69207,128292
69208,71867
69209,83020
69210,81111
69211,63742
69212,59587
69213,62170
69214,80385
69215,72961
69216,66856
69217,58402
69218,94039
69219,81815
69220,84465
69221,95328
69222,59824
69223,51046
69224,61358
69225,66313
69226,73204
69227,78302
69228,72292
69229,74044
69230,48165
69231,61947
69232,61900
69233,76315
69234,81019
69235,69370
69236,64569
69237,91098
69238,83112
69239,89524
69240,64975
69241,96883
69242,70350
69243,80185
69244,93542
69245,105905
69246,55330
69247,53832
69248,56769
69249,89529
69250,64523
69251,88057
69252,71544
69253,55946
69254,78418
69255,69994
69256,66012
69257,88521
69258,118190
69259,51969
69260,64179
69261,73908
69262,94782
69263,111230
69264,97769
69265,92794
69266,59925
69267,60899
69268,73966
69269,69972
69270,68511
69271,73794
69272,66639
69273,67759
69274,59749
69275,93391
69276,109297
69277,62786
69278,55028
69279,90031
69280,61513
69281,72194
69282,63160
69283,132119
69284,59668
69285,66063
69286,59357
69287,89859
69288,68956
69289,58625
69290,69823
69291,81979
69292,82521
69293,73548
69294,72641
69295,100505
69296,60079
69297,54986
69298,63670
69299,71081
69300,57408
69301,56111
69302,50439
69303,96968
69304,114571
69305,66957
69306,77051
69307,73705
69308,72655
69309,65669
69310,51047
69311,83645
69312,47975
69313,44092
69314,103099
69315,50637
69316,55854
69317,62785
69318,68898
69319,53013
69320,87551
69321,91737
69322,71371
69323,71548
69324,54111
69325,60904
69326,96286
69327,59099
69328,64310
69329,66174
69330,77312
69331,49780
69332,86382
69333,91075
69334,57033
69335,77890
69336,57027
69337,44803
69338,53358
69339,75920
69340,48002
69341,75699
69342,73899
69343,80988
69344,63056
69345,86524
69346,42932
69347,86266
69348,58250
69349,81759
69350,50164
69351,64962
69352,62784
69353,51603
69354,61257
69355,111037
69356,66600
69357,49058
69358,67087
69359,47708
69360,91461
69361,46813
69362,83304
69363,79882
69364,71908
69365,79115
69366,86147
69367,73265
69368,70682
69369,64205
69370,66275
69371,66415
69372,45958
69373,67873
69374,105026
69375,60369
69376,74010
69377,83526
69378,78674
69379,93212
69380,91033
69381,66368
69382,61534
69383,75925
69384,62440
69385,69457
69386,61761
69387,55046
69388,69472
69389,53044
69390,59516
69391,65725
69392,60470
69393,71106
69394,122121
69395,89098
69396,46722
69397,58101
69398,110737
69399,49420
69400,87151
69401,77067
69402,116900
69403,62920
69404,60144
69405,48082
69406,74230
69407,78913
69408,56223
69409,55754
69410,92362
69411,75782
69412,54799
69413,102321
69414,86461
69415,60914
69416,71331
69417,83713
69418,99216
69419,84768
69420,75647
69421,58654
69422,62450
69423,48434
69424,65972
69425,75945
69426,81748
69427,82353
69428,62035
69429,81825
69430,90604
69431,76690
69432,59023
69433,59934
69434,82800
69435,104782
69436,62648
69437,137109
69438,73789
69439,68971
69440,96879
69441,67560
69442,94504
69443,67989
69444,92433
69445,86880
69446,62777
69447,69596
69448,79810
69449,74111
69450,78536
69451,53222
69452,64220
69453,52225
69454,112256
69455,66397
69456,50487
69457,53142
69458,63807
69459,85855
69460,57037
69461,93664
69462,54971
69463,61635
69464,87701
69465,98052
69466,58198
69467,62348
69468,76614
69469,73434
69470,60566
69471,81693
69472,53379
69473,77941
69474,96003
69475,60170
69476,60111
69477,87682
69478,58039
69479,56385
69480,85649
69481,85768
69482,69046
69483,65517
69484,81582
69485,48026
69486,74404
69487,89076
69488,63150
69489,76676
69490,90055
69491,50030
69492,79087
69493,49851
69494,61656
69495,58984
69496,92397
69497,106913
69498,64694
69499,63241
69500,64799
69501,62391
69502,41652
69503,53645
69504,72129
69505,65036
69506,60722
69507,65176
69508,64899
69509,59154
69510,51785
69511,59534
69512,68746
69513,50147
69514,55395
69515,77872
69516,119650
69517,82918
69518,57884
69519,47059
69520,88225
69521,52980
69522,52629
69523,65183
69524,68795
69525,90312
69526,62846
69527,61203
69528,56683
69529,65184
69530,65762
69531,52464
69532,93250
69533,72302
69534,95906
69535,53287
69536,71153
69537,51804
69538,84247
69539,98988
69540,51098
69541,53820
69542,58656
69543,73312
69544,50778
69545,40837
69546,57071
69547,66973
69548,66426
69549,82579
69550,52221
69551,76616
69552,54466
69553,55519
69554,70609
69555,66215
69556,83794
69557,48519
69558,77011
69559,117630
69560,90037
69561,65631
69562,106745
69563,55532
69564,75311
69565,58908
69566,69058
69567,86547
69568,63018
69569,114844
69570,100400
69571,72711
69572,97436
69573,105573
69574,78781
69575,63599
69576,59478
69577,87109
69578,97044
69579,66894
69580,53426
69581,80308
69582,63522
69583,86703
69584,74136
69585,52003
69586,72690
69587,61805
69588,51737
69589,69132
69590,52746
69591,62310
69592,73086
69593,93226
69594,53940
69595,49506
69596,62618
69597,44049
69598,44304
69599,74185
69600,46160
69601,77182
69602,59742
69603,85017
69604,67852
69605,73719
69606,51397
69607,62537
69608,53472
69609,63679
69610,84556
69611,42986
69612,70657
69613,86155
69614,71883
69615,80843
69616,74034
69617,73799
69618,87647
69619,77770
69620,59832
69621,45705
69622,49186
69623,91710
69624,58746
69625,51625
69626,65751
69627,84944
69628,66517
69629,71211
69630,83430
69631,74987
69632,79901
69633,50406
69634,73570
69635,53382
69636,104587
69637,79135
69638,63544
69639,66032
69640,68383
69641,52465
69642,70093
69643,61868
69644,90785
69645,102414
69646,52143
69647,77319
69648,87026
69649,91086
69650,60473
69651,79316
69652,87544
69653,85425
69654,43091
69655,47527
69656,51907
69657,71014
69658,55287
69659,53730
69660,85373
69661,60549
69662,66113
69663,99206
69664,95850
69665,59023
69666,98876
69667,99992
69668,65897
69669,57202
69670,69876
69671,54577
69672,78282
69673,94363
69674,62671
69675,66889
69676,55650
69677,46249
69678,88746
69679,77144
69680,73347
69681,84689
69682,58829
69683,88689
69684,108299
69685,112317
69686,75881
69687,93161
69688,55050
69689,48717
69690,68676
69691,57579
69692,78443
69693,100917
69694,52853
69695,48857
69696,105735
69697,61315
69698,86241
69699,65622
69700,116780
69701,102022
69702,57696
69703,94839
69704,120848
69705,74806
69706,81324
69707,62746
69708,70523
69709,44774
69710,105190
69711,60100
69712,85708
69713,68279
69714,62136
69715,71110
69716,69368
69717,72547
69718,106615
69719,52298
69720,143950
69721,87074
69722,58644
69723,46693
69724,53122
69725,50221
69726,55837
69727,67930
69728,86158
69729,50259
69730,82838
69731,52616
69732,60690
69733,92065
69734,91187
69735,57112
69736,50514
69737,52052
69738,55327
69739,63181
69740,79484
69741,61094
69742,91540
69743,75349
69744,86391
69745,72195
69746,92035
69747,49956
69748,45920
69749,74778
69750,60777
69751,72156
69752,86141
69753,70866
69754,65625
69755,77347
69756,56523
69757,60791
69758,83585
69759,64017
69760,47358
69761,68824
69762,62300
69763,58305
69764,45805
69765,86499
69766,91279
69767,61053
69768,75236
69769,45912
69770,65651
69771,58334
69772,65323
69773,99706
69774,55038
69775,73617
69776,63418
69777,71337
69778,93001
69779,73971
69780,94471
69781,78982
69782,50406
69783,75986
69784,67034
69785,78121
69786,99929
69787,78276
69788,87753
69789,65213
69790,48558
69791,57315
69792,48954
69793,57294
69794,69700
69795,77486
69796,64530
69797,98006
69798,83906
69799,51704
69800,45267
69801,64139
69802,56811
69803,45818
69804,51144
69805,68955
69806,70691
69807,104602
69808,53237
69809,74220
69810,91184
69811,58732
69812,72310
69813,88832
69814,79696
69815,108178
69816,49255
69817,70336
69818,61761
69819,94183
69820,75813
69821,64842
69822,52721
69823,77116
69824,81712
69825,108043
69826,93680
69827,81550
69828,52288
69829,93336
69830,73624
69831,49300
69832,61999
69833,74286
69834,54002
69835,103788
69836,75644
69837,57398
69838,69885
69839,78583
69840,77470
69841,50527
69842,51664
69843,60847
69844,101112
69845,65193
69846,57849
69847,80708
69848,51581
69849,70692
69850,116943
69851,96517
69852,55074
69853,65392
69854,46258
69855,70195
69856,62313
69857,77685
69858,49584
69859,62350
69860,95755
69861,85697
69862,74509
69863,80801
69864,63009
69865,106765
69866,58029
69867,50909
69868,49802
69869,58822
69870,56264
69871,78650
69872,88674
69873,48758
69874,126638
69875,45144
69876,99406
69877,53259
69878,79872
69879,93828
69880,102184
69881,79282
69882,75716
69883,50193
69884,80961
69885,83077
69886,63430
69887,61958
69888,86718
69889,69355
69890,87214
69891,76829
69892,103449
69893,64747
69894,53533
69895,73559
69896,66842
69897,49363
69898,56143
69899,74897
69900,94316
69901,80927
69902,61385
69903,54045
69904,71389
69905,55793
69906,65372
69907,81888
69908,74995
69909,47211
69910,79968
69911,52488
69912,74895
69913,77652
69914,64481
69915,66367
69916,86856
69917,91554
69918,74883
69919,90042
69920,71949
69921,62448
69922,54229
69923,65812
69924,46686
69925,107461
69926,78322
69927,75422
69928,57285
69929,58265
69930,68380
69931,72153
69932,96767
69933,71248
69934,61202
69935,60119
69936,41444
69937,43520
69938,57098
69939,74700
69940,47130
69941,93688
69942,76158
69943,59292
69944,55955
69945,82248
69946,61523
69947,70002
69948,91740
69949,61266
69950,109163
69951,52794
69952,68636
69953,88090
69954,67823
69955,67297
69956,104115
69957,100128
69958,94515
69959,56453
69960,64084
69961,119196
69962,87579
69963,66330
69964,77066
69965,53107
69966,61219
69967,60109
69968,55382
69969,56340
69970,63189
69971,93929
69972,68177
69973,52994
69974,43102
69975,87833
69976,61700
69977,77922
69978,86220
69979,71020
69980,57178
69981,69599
69982,56328
69983,79287
69984,85822
69985,47086
69986,57006
69987,68214
69988,106259
69989,65013
69990,93798
69991,69307
69992,51777
69993,57848
69994,78657
69995,90408
69996,47834
69997,110892
69998,55050
69999,62508
70000,43779
70001,54603
70002,56664
70003,63758
70004,68018
70005,88196
70006,94261
70007,126688
70008,63070
70009,76271
70010,71846
70011,42438
70012,75418
70013,60390
70014,58946
70015,71545
70016,85799
70017,56432
70018,109137
70019,79500
70020,71103
70021,70172
70022,114209
70023,75438
70024,81751
70025,67949
70026,74725
70027,49805
70028,47396
70029,113411
70030,79384
70031,67076
70032,67967
70033,106114
70034,49549
70035,85109
70036,81612
70037,88832
70038,72430
70039,67032
70040,96640
70041,63648
70042,74561
70043,54449
70044,65031
70045,46605
70046,62442
70047,69561
70048,61753
70049,76520
70050,96800
70051,95622
70052,80740
70053,49566
70054,75016
70055,89400
70056,75621
70057,107868
70058,60304
70059,88815
70060,56456
70061,70374
70062,57390
70063,95635
70064,77253
70065,48006
70066,52951
70067,46966
70068,58818
70069,67463
70070,55006
70071,97089
70072,88678
70073,96824
70074,91269
70075,48832
70076,103411
70077,79637
70078,82273
70079,48861
70080,100939
70081,62885
70082,54145
70083,53821
70084,87497
70085,80997
70086,70515
70087,67228
70088,60285
70089,91368
70090,65695
70091,69684
70092,66415
70093,95745
70094,69301
70095,49037
70096,50835
70097,73574
70098,72292
70099,55820
70100,52287
70101,71308
70102,79911
70103,62363
70104,43884
70105,67135
70106,73840
70107,81118
70108,46648
70109,65886
70110,82969
70111,63104
70112,84840
70113,94423
70114,64523
70115,77632
70116,77961
70117,91949
70118,53433
70119,58931
70120,81141
70121,90047
70122,120190
70123,103358
70124,101258
70125,59156
70126,62096
70127,49083
70128,53384
70129,52489
